Geneid	Chr	Start	End	Strand	Length	A1014C05.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1014C06.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C13.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C14.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C23.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam	A1023C24.R1_dmel-all-chromosome-r6.21_R1_hg38_noDup.bam
"PIP5K1P2"	chr7	159231434	159233377	+	1944	47	34	24	40	34	17
"AC144568.4"	chr8	64090	64320	-	231	0	0	0	1	1	0
"AC144568.2"	chr8	72600	79775	+	7176	57	30	43	36	44	32
"RP11-585F1.8"	chr8	150583	150728	-	146	0	1	0	1	1	1
"WBP1LP3"	chr8	155273	155481	+	209	0	3	4	2	1	2
"OR4F21"	chr8	166048	167043	-	996	6	6	11	13	6	4
"SEPT14P8"	chr8	200384	200562	-	179	2	0	2	0	2	0
"RP11-585F1.6"	chr8	202659	202897	-	239	1	0	1	1	0	1
"RPL23AP53"	chr8	213185	232231	-	19047	171	92	124	96	112	78
"ZNF596"	chr8	232136	264703	+	32568	285	238	218	274	212	147
"RP5-855D21.3"	chr8	233118	233692	+	575	2	3	3	3	1	1
"RP5-855D21.1"	chr8	234346	234887	-	542	2	5	5	3	5	1
"RP5-855D21.2"	chr8	237044	237669	+	626	0	0	0	0	2	0
"RP11-63E5.1"	chr8	264314	264672	+	359	2	3	2	1	4	1
"RP11-63E5.6"	chr8	311132	331026	-	19895	211	124	121	153	136	75
"FAM87A"	chr8	375930	383174	-	7245	41	10	11	16	17	12
"FBXO25"	chr8	406427	477967	+	71541	538	301	291	328	308	246
"RP11-91J19.3"	chr8	450713	451343	-	631	6	4	4	8	3	3
"RP11-91J19.2"	chr8	486116	488512	-	2397	16	6	10	4	5	2
"TDRP"	chr8	489791	545781	-	55991	477	353	349	403	331	273
"ERICH1"	chr8	614745	738106	-	123362	590	389	363	421	366	267
"RP11-43A14.1"	chr8	725187	725877	-	691	0	0	3	1	1	0
"DLGAP2"	chr8	737595	1708474	+	970880	6592	3971	4154	5093	4158	2674
"RP11-43A14.2"	chr8	738547	740374	+	1828	5	3	4	1	4	1
"RP11-555E9.1"	chr8	891250	893112	-	1863	7	1	2	3	1	2
"CTD-3212A4.2"	chr8	1018756	1019704	+	949	4	0	3	1	4	0
"CTD-2281E23.3"	chr8	1246788	1248760	-	1973	13	10	10	14	12	2
"CTD-2281E23.1"	chr8	1296033	1302607	-	6575	58	32	35	36	33	15
"AF067845.1"	chr8	1368641	1369833	-	1193	8	2	6	3	4	2
"AF067845.2"	chr8	1373684	1381394	+	7711	41	20	26	33	28	20
"AF067845.3"	chr8	1377866	1380307	+	2442	6	3	9	7	5	1
"DLGAP2-AS1"	chr8	1565508	1622417	-	56910	399	274	284	366	269	206
"CTD-2336O2.4"	chr8	1726272	1726557	+	286	3	1	0	2	2	0
"CTD-2336O2.2"	chr8	1730205	1731452	+	1248	8	3	3	4	4	2
"CLN8"	chr8	1755777	1801711	+	45935	146	75	98	81	79	49
"CTD-2336O2.3"	chr8	1758207	1760447	-	2241	8	1	2	1	1	1
"CTD-2336O2.1"	chr8	1761989	1764502	-	2514	2	0	1	1	1	0
"KBTBD11-OT1"	chr8;chr8	1763887;1971396	1958627;1976478	+;+	199824	560	297	336	326	287	204
"MIR3674"	chr8	1801124	1801192	+	69	0	0	0	0	0	0
"MIR596"	chr8	1817230	1817307	+	78	0	0	0	0	1	0
"ARHGEF10"	chr8	1823975	1958641	+	134667	326	166	180	189	158	108
"RP11-439C15.4"	chr8	1972569	1974637	-	2069	4	1	2	0	1	0
"KBTBD11"	chr8	1973877	2006936	+	33060	184	80	108	95	81	52
"RP11-439C15.5"	chr8	1974817	1975314	+	498	2	0	1	1	0	0
"RP11-1049H7.2"	chr8	2033507	2035587	+	2081	13	6	5	4	2	4
"MYOM2"	chr8	2045039	2165552	+	120514	708	409	429	439	424	271
"MIR7160"	chr8	2076588	2076640	+	53	0	1	0	0	0	1
"AC133633.2"	chr8	2493875	2512580	-	18706	120	77	68	103	72	72
"CH17-31A6.1"	chr8	2495521	2499428	+	3908	33	26	22	30	26	21
"CH17-174L20.1"	chr8	2517897	2529710	-	11814	82	55	37	55	55	32
"AC133633.1"	chr8	2518997	2522182	+	3186	16	17	12	15	12	9
"RP11-378A12.1"	chr8	2589984	2623382	-	33399	194	163	120	210	157	130
"RP11-134O21.1"	chr8	2666078	2728451	-	62374	366	281	230	330	274	191
"GS1-57L11.1"	chr8	2727317	2822482	+	95166	651	491	395	618	413	401
"CSMD1"	chr8	2935352	4994972	-	2059621	25811	20755	16497	24787	18456	14305
"RP11-279L11.1"	chr8	3373352	3375226	-	1875	19	12	13	14	17	5
"RNA5SP251"	chr8	3700491	3700628	+	138	2	5	1	2	1	2
"PAICSP4"	chr8	4787331	4788584	+	1254	18	19	18	16	20	12
"RP11-221H10.1"	chr8	5072644	5072869	-	226	4	2	2	3	4	2
"RP11-221H10.2"	chr8	5127918	5128233	-	316	8	9	7	11	12	6
"RN7SL318P"	chr8	5142410	5142707	-	298	6	6	6	6	4	2
"RP11-29A2.1"	chr8	5363370	5363650	+	281	2	5	3	3	2	2
"RP11-745K9.2"	chr8	5455217	5455665	-	449	15	10	16	8	11	7
"RPL23AP54"	chr8	5476547	5476966	+	420	11	11	15	20	13	8
"RP5-991O23.1"	chr8	5506067	5509126	-	3060	32	27	20	35	17	15
"RP11-281H11.1"	chr8	5659678	5670077	-	10400	123	106	96	147	102	76
"RP11-281H11.2"	chr8	5716583	5716804	+	222	6	1	5	4	1	1
"RP11-728L1.1"	chr8	5848696	5849692	+	997	20	22	19	18	19	5
"RN7SKP159"	chr8	5910944	5911236	-	293	8	7	5	6	1	2
"RP11-158A14.1"	chr8	6036432	6036974	-	543	4	1	3	3	6	2
"RP11-124B13.1"	chr8	6044352	6257537	-	213186	3355	2463	2169	2963	2428	1671
"RP11-115C21.2"	chr8	6403550	6407142	-	3593	16	13	8	4	5	6
"MCPH1"	chr8	6406591	6648504	+	241914	1845	1153	1158	1246	1225	913
"RP11-115C21.4"	chr8	6473844	6474288	-	445	3	2	2	1	2	3
"ANGPT2"	chr8	6499650	6563409	-	63760	556	335	347	371	336	273
"CTD-2541M15.3"	chr8	6615603	6617198	-	1596	4	3	8	5	7	1
"MCPH1-AS1"	chr8	6618474	6708209	-	89736	956	545	601	590	663	475
"MIR8055"	chr8	6622123	6622220	-	98	0	0	1	0	0	0
"AGPAT5"	chr8	6708356	6759666	+	51311	269	165	176	165	148	136
"MIR4659A"	chr8	6745163	6745244	+	82	0	1	0	0	0	0
"MIR4659B"	chr8	6745167	6745240	-	74	0	1	0	0	0	0
"XKR5"	chr8	6808516	6835644	-	27129	208	97	131	121	113	72
"GS1-24F4.2"	chr8	6835553	6885276	+	49724	478	309	343	291	310	240
"DEFB1"	chr8	6870574	6878022	-	7449	97	65	50	56	55	47
"RPL23AP96"	chr8	6898877	6899468	-	592	9	7	7	8	13	7
"DEFA6"	chr8	6924692	6926076	-	1385	16	10	17	12	22	12
"GS1-24F4.3"	chr8	6928607	6930473	+	1867	20	8	14	12	12	8
"DEFA4"	chr8	6935821	6938338	-	2518	57	34	49	41	40	23
"DEFA8P"	chr8	6950725	6951599	-	875	15	10	11	12	9	6
"DEFA9P"	chr8	6959288	6960161	-	874	10	5	15	5	10	4
"DEFA10P"	chr8	6968140	6969113	-	974	14	6	3	9	5	4
"DEFA1"	chr8	6977648	6980080	-	2433	42	14	24	12	23	10
"DEFT1P"	chr8	6987177	6989721	-	2545	49	18	29	23	18	22
"DEFA1B"	chr8	6996765	6999195	-	2431	37	21	16	18	25	7
"DEFT1P2"	chr8	7006292	7007389	-	1098	17	6	4	11	11	7
"DEFA3"	chr8	7015868	7018301	-	2434	31	12	15	23	31	15
"DEFA11P"	chr8	7028640	7029489	-	850	21	6	12	21	14	10
"DEFA7P"	chr8	7038570	7039439	-	870	11	7	6	4	7	1
"DEFA5"	chr8	7055303	7056734	-	1432	27	22	14	28	13	8
"AF238378.7"	chr8	7082970	7083328	+	359	6	6	2	6	10	2
"AF228730.8"	chr8	7112313	7113728	-	1416	5	9	4	9	6	4
"RPS3AP30"	chr8	7122856	7123704	+	849	23	13	17	23	24	21
"SNRPCP6"	chr8	7143631	7143841	-	211	8	4	4	6	2	3
"SNRPCP15"	chr8	7170549	7170741	+	193	6	2	4	2	7	2
"RPS3AP33"	chr8	7190900	7191563	-	664	17	18	12	11	13	9
"AF228730.5"	chr8	7200755	7200857	+	103	3	5	4	3	0	1
"AF228730.13"	chr8	7238285	7238631	-	347	5	4	8	8	2	4
"OR7E125P"	chr8	7246725	7247571	-	847	12	7	9	5	7	2
"FAM90A15P"	chr8	7256903	7259914	+	3012	56	39	37	44	35	25
"FAM90A3P"	chr8	7264525	7267536	+	3012	49	26	34	35	25	12
"FAM90A4P"	chr8	7272147	7275158	+	3012	48	35	44	34	28	18
"FAM90A13P"	chr8	7279769	7282780	+	3012	59	38	48	57	41	23
"FAM90A5P"	chr8	7287391	7290402	+	3012	65	34	38	45	28	16
"FAM90A20P"	chr8	7295013	7298024	+	3012	40	19	21	19	25	15
"FAM66B"	chr8	7301610	7355354	-	53745	651	504	430	515	429	282
"DEFB109P1B"	chr8	7312845	7319951	+	7107	34	29	24	17	18	17
"USP17L1"	chr8	7332386	7333979	+	1594	44	28	27	37	28	18
"USP17L4"	chr8	7337114	7338707	+	1594	35	24	20	26	23	16
"AC130360.8"	chr8	7341825	7342942	+	1118	29	23	19	32	16	19
"ZNF705G"	chr8	7355516	7385558	-	30043	317	205	201	276	231	171
"DEFB108P2"	chr8	7373113	7377500	+	4388	29	20	22	25	17	16
"DEFB4B"	chr8	7414859	7416863	-	2005	13	7	10	12	5	8
"HSPD1P3"	chr8	7418990	7420546	+	1557	22	14	21	17	11	12
"DEFB103B"	chr8	7428887	7430348	-	1462	17	10	16	12	12	9
"SPAG11B"	chr8	7442683	7463674	-	20992	172	97	130	95	104	75
"DEFB104B"	chr8	7470307	7475082	-	4776	54	24	37	44	37	21
"DEFB106B"	chr8	7482503	7486400	-	3898	39	26	14	25	21	16
"DEFB105B"	chr8	7487668	7489593	+	1926	24	14	9	13	12	7
"DEFB107B"	chr8	7495845	7509311	+	13467	170	122	93	121	120	67
"PRR23D1"	chr8	7539627	7542450	+	2824	37	29	30	25	32	17
"FAM90A6P"	chr8	7549052	7552062	-	3011	33	20	14	20	18	9
"FAM90A7P"	chr8	7556699	7559712	-	3014	45	31	26	27	19	15
"FAM90A21P"	chr8	7564349	7567360	-	3012	34	16	18	20	18	12
"FAM90A22P"	chr8	7571994	7575006	-	3013	60	39	42	41	37	28
"FAM90A23P"	chr8	7579643	7582653	-	3011	93	44	40	48	51	23
"OR7E157P"	chr8	7592005	7592916	+	912	12	7	6	3	10	8
"RP11-1118M6.2"	chr8	7601003	7601267	+	265	6	4	2	2	5	2
"AC084121.14"	chr8	7696829	7697093	-	265	7	4	3	4	1	4
"OR7E154P"	chr8	7705181	7706113	-	933	10	5	8	6	7	4
"FAM90A14P"	chr8	7715442	7718453	+	3012	60	32	41	42	37	30
"FAM90A18P"	chr8	7723090	7726101	+	3012	51	35	34	33	34	12
"FAM90A16P"	chr8	7730738	7733749	+	3012	53	26	38	38	45	20
"FAM90A8P"	chr8	7738386	7741396	+	3011	58	33	35	35	39	23
"FAM90A17P"	chr8	7746033	7749606	+	3574	56	34	52	28	47	31
"FAM90A19P"	chr8	7753681	7756692	+	3012	69	37	37	39	22	21
"FAM90A9P"	chr8	7761329	7764340	+	3012	60	31	35	42	32	26
"FAM90A10P"	chr8	7768976	7771988	+	3013	38	18	37	22	18	20
"PRR23D2"	chr8	7778590	7781413	-	2824	38	24	22	35	24	18
"AC084121.17"	chr8	7793715	7795870	-	2156	36	25	20	28	20	15
"DEFB107A"	chr8	7811719	7815716	-	3998	19	25	19	26	24	10
"DEFB105A"	chr8	7821965	7823889	-	1925	13	11	6	16	23	8
"DEFB106A"	chr8	7825171	7829053	+	3883	33	22	20	22	27	8
"DEFB104A"	chr8	7836470	7841242	+	4773	44	21	44	25	33	18
"SPAG11A"	chr8	7847875	7868867	+	20993	164	104	128	118	129	71
"DEFB103A"	chr8	7881203	7882664	+	1462	13	8	15	15	12	6
"HSPD1P2"	chr8	7891002	7892555	-	1554	9	8	4	11	10	7
"DEFB4A"	chr8	7894628	7896711	+	2084	15	5	11	16	11	7
"ZNF705B"	chr8	7926336	7952413	+	26078	202	146	143	184	149	105
"DEFB108P1"	chr8	7934411	7938770	-	4360	31	23	24	22	20	21
"FAM66E"	chr8	7955013	8008755	+	53743	531	329	308	425	359	207
"RP11-1195F20.7"	chr8	7967343	7968544	-	1202	28	18	25	22	28	12
"USP17L8"	chr8	7971660	7973253	-	1594	35	24	27	37	39	16
"USP17L3"	chr8	7976392	7977985	-	1594	53	31	29	51	32	21
"DEFB109"	chr8	7990414	7997521	-	7108	43	18	18	23	15	11
"FAM90A11P"	chr8	8011781	8017011	-	5231	103	60	73	73	46	30
"FAM90A24P"	chr8	8019428	8024652	-	5225	173	91	88	101	85	52
"FAM90A12P"	chr8	8027076	8032305	-	5230	168	96	131	109	90	46
"OR7E96P"	chr8	8039977	8040953	+	977	26	9	18	8	10	6
"RP11-52B19.8"	chr8	8048918	8049267	+	350	8	6	3	7	3	1
"RP11-52B19.10"	chr8	8086021	8086765	-	745	11	11	7	10	12	1
"MIR548I3"	chr8	8088940	8089089	-	150	0	3	0	7	1	2
"RP11-52B19.1"	chr8	8095945	8096726	+	782	13	9	20	23	23	5
"SNRPCP17"	chr8	8116744	8116949	-	206	4	1	3	5	2	4
"ENPP7P1"	chr8	8154307	8216916	+	62610	1441	759	869	923	920	558
"FAM85B"	chr8	8167818	8226614	-	58797	1206	639	778	717	824	464
"RP11-556O5.6"	chr8	8188534	8189195	-	662	11	3	8	5	6	3
"FAM86B3P"	chr8	8228594	8244865	+	16272	137	71	101	64	84	57
"ALG1L13P"	chr8	8236002	8244667	-	8666	81	37	58	31	40	36
"PRAG1"	chr8	8317735	8386498	-	68764	324	171	195	181	174	143
"CTA-398F10.1"	chr8	8414689	8424632	-	9944	58	32	40	20	24	32
"CTA-398F10.2"	chr8	8456908	8461337	-	4430	34	12	19	12	15	22
"CTD-3023L14.3"	chr8	8555737	8560965	-	5229	24	17	10	13	8	19
"CTD-3023L14.1"	chr8	8559893	8562124	+	2232	16	6	5	11	8	9
"CTD-3023L14.2"	chr8	8561390	8569688	+	8299	39	18	20	19	26	27
"RN7SL178P"	chr8	8582351	8582655	-	305	5	1	3	5	9	4
"CLDN23"	chr8	8701937	8704106	+	2170	0	1	2	1	0	1
"RP11-211C9.1"	chr8	8723692	8782479	-	58788	529	298	301	261	316	249
"MFHAS1"	chr8	8783353	8893645	-	110293	808	414	520	391	497	318
"RNU6-682P"	chr8	8895812	8895918	+	107	0	0	0	0	1	0
"RP11-62H7.3"	chr8	8933720	8934006	-	287	1	0	0	0	1	1
"RPL10P19"	chr8	8961199	8979025	+	17827	237	149	148	155	157	108
"ERI1"	chr8	9002146	9116746	+	114601	990	552	643	557	643	427
"MIR4660"	chr8	9048444	9048518	+	75	2	0	2	0	0	0
"RNU7-55P"	chr8	9072454	9072516	-	63	0	0	0	0	0	0
"PPP1R3B"	chr8	9136254	9151574	-	15321	79	31	33	36	44	22
"RP11-10A14.3"	chr8	9141423	9145435	+	4013	20	13	9	17	20	8
"RP11-10A14.4"	chr8	9151741	9168136	+	16396	186	101	122	102	141	98
"RP11-10A14.9"	chr8	9158062	9158621	+	560	2	1	1	0	0	1
"RP11-10A14.6"	chr8	9180250	9182519	-	2270	14	3	6	7	4	5
"RP11-10A14.5"	chr8	9189010	9202854	+	13845	76	30	35	47	41	24
"RP11-10A14.8"	chr8	9233012	9233449	+	438	6	2	9	6	5	0
"RP11-115J16.1"	chr8	9249416	9413714	+	164299	2138	1434	1347	1555	1530	1131
"RP11-10A14.7"	chr8	9255348	9260295	-	4948	65	45	23	49	49	35
"RNU6-1151P"	chr8	9287471	9287578	-	108	0	1	1	2	2	0
"RP11-115J16.3"	chr8	9351237	9358441	-	7205	65	34	50	35	60	43
"RNU6-526P"	chr8	9371089	9371195	-	107	1	0	0	2	1	1
"RP11-115J16.2"	chr8	9371969	9436205	-	64237	867	570	540	679	619	458
"RP11-375N15.1"	chr8	9453697	9457418	+	3722	57	41	39	31	41	41
"RP11-375N15.2"	chr8	9555143	9556520	-	1378	2	0	0	0	1	0
"TNKS"	chr8	9555913	9782346	+	226434	1572	926	897	1062	1002	790
"RP11-1081K18.1"	chr8	9658294	9658438	-	145	3	2	1	0	2	1
"MIR597"	chr8	9741671	9741768	+	98	2	0	0	2	0	0
"LINC00599"	chr8	9900063	9905366	-	5304	38	7	22	19	17	13
"MIR124-1"	chr8	9903387	9903472	-	86	0	0	0	0	0	0
"RP11-1E4.1"	chr8	10050484	10054254	-	3771	48	15	35	12	30	14
"MSRA"	chr8	10054267	10428891	+	374625	6048	4011	4023	4761	4199	2849
"RP11-212F11.1"	chr8	10336781	10337677	-	897	12	10	10	5	6	7
"RP11-981G7.1"	chr8	10433671	10438312	+	4642	106	64	63	66	64	37
"LINCR-0001"	chr8	10474564	10481974	+	7411	98	53	79	70	70	40
"RNU6-729P"	chr8	10476222	10476329	+	108	2	1	1	0	1	2
"RP11-981G7.3"	chr8	10477490	10479375	-	1886	27	14	24	11	21	5
"PRSS51"	chr8	10482877	10547585	-	64709	990	653	615	782	682	447
"RP11-981G7.6"	chr8	10486806	10489666	+	2861	66	35	42	65	47	35
"PRSS55"	chr8	10525545	10554166	+	28622	370	225	229	232	256	164
"RP1L1"	chr8	10606348	10712187	-	105840	1196	758	856	799	834	667
"MIR4286"	chr8	10666977	10667070	+	94	2	0	0	2	0	0
"C8orf74"	chr8	10672636	10700593	+	27958	314	206	212	221	210	165
"RNA5SP252"	chr8	10686568	10686687	+	120	3	0	1	1	0	3
"SOX7"	chr8	10723767	10730512	-	6746	21	8	8	6	10	7
"CTD-2135J3.4"	chr8	10725398	10839847	-	114450	710	357	392	378	422	304
"CTD-2135J3.3"	chr8	10729313	10771392	+	42080	278	159	172	175	191	142
"PINX1"	chr8	10764962	10839884	-	74923	449	208	230	210	239	162
"MIR1322"	chr8	10825372	10825443	-	72	0	0	0	0	0	0
"RP11-177H2.2"	chr8	10840575	10846501	+	5927	90	70	58	64	64	37
"RP11-177H2.1"	chr8	10856084	10859436	-	3353	55	31	39	48	34	18
"XKR6"	chr8	10896044	11201366	-	305323	3939	2596	2576	2916	2741	1970
"MIR598"	chr8	11035205	11035302	-	98	3	0	5	1	2	2
"AF131215.6"	chr8	11062646	11067089	-	4444	44	19	29	11	31	18
"AF131215.9"	chr8	11104690	11106704	-	2015	11	7	9	13	9	5
"AF131215.2"	chr8	11107787	11109726	-	1940	11	6	8	6	9	5
"AF131215.3"	chr8	11123380	11126064	-	2685	18	12	9	12	3	5
"AF131215.4"	chr8	11136897	11138607	-	1711	21	21	16	12	12	13
"AF131215.1"	chr8	11175050	11175570	+	521	4	4	1	0	3	3
"AF131215.8"	chr8	11202964	11203671	+	708	5	5	7	7	7	5
"LINC00529"	chr8	11247625	11267865	-	20241	283	182	186	144	164	92
"RPL19P13"	chr8	11256019	11256602	+	584	14	11	13	5	9	2
"CTC-493P15.2"	chr8	11281363	11282501	-	1139	18	10	10	15	14	7
"AF131216.7"	chr8	11283480	11285068	-	1589	33	24	18	23	24	14
"MTMR9"	chr8	11284415	11328146	+	43732	316	209	202	198	179	161
"AF131216.6"	chr8	11315858	11325429	-	9572	49	44	43	37	42	20
"SLC35G5"	chr8	11330887	11332208	+	1322	42	28	29	34	27	20
"TDH"	chr8	11339636	11368452	+	28817	406	225	256	226	312	185
"AF131216.5"	chr8	11345747	11347502	-	1756	14	5	15	2	14	9
"FAM167A-AS1"	chr8	11368401	11438658	+	70258	847	497	595	613	603	401
"RN7SL293P"	chr8	11379394	11379675	+	282	11	9	13	12	9	0
"RNU6-1084P"	chr8	11392410	11392517	-	108	1	0	0	0	0	0
"FAM167A"	chr8	11421462	11474715	-	53254	552	265	375	304	364	193
"BLK"	chr8	11494000	11564604	+	70605	883	417	526	488	554	291
"RP11-148O21.6"	chr8	11552487	11552991	-	505	12	4	10	2	11	3
"RP11-148O21.3"	chr8	11553223	11554207	-	985	11	6	12	1	11	3
"RP11-148O21.4"	chr8	11556250	11558022	-	1773	20	5	5	4	7	1
"RP11-148O21.2"	chr8	11558465	11560020	-	1556	14	9	5	7	3	4
"LINC00208"	chr8	11576312	11581342	+	5031	83	49	53	42	48	36
"GATA4"	chr8	11676958	11760002	+	83045	738	337	441	361	400	255
"C8orf49"	chr8	11761255	11763223	+	1969	4	1	4	3	3	5
"NEIL2"	chr8	11769638	11787346	+	17709	166	89	90	75	99	72
"SUB1P1"	chr8	11790004	11790386	+	383	0	1	1	0	2	0
"FDFT1"	chr8	11795572	11839309	+	43738	194	95	106	104	122	75
"RP11-297N6.4"	chr8	11797927	11802568	-	4642	59	12	21	12	37	15
"CTSB"	chr8	11842523	11869448	-	26926	64	32	38	29	45	20
"RP11-589N15.2"	chr8	11846153	11846391	-	239	0	0	0	0	0	0
"RP11-589N15.1"	chr8	11895849	11896870	-	1022	6	5	2	5	3	1
"OR7E158P"	chr8	11919899	11920809	-	911	23	13	5	10	7	10
"OR7E161P"	chr8	11928596	11929563	-	968	12	1	10	4	5	3
"DEFB136"	chr8	11973936	11974599	-	664	12	4	4	2	4	1
"DEFB135"	chr8	11982320	11984590	+	2271	45	22	37	34	24	16
"DEFB134"	chr8	11993173	11996312	-	3140	78	41	37	55	47	28
"RP11-481A20.4"	chr8	11999086	11999468	+	383	3	5	2	6	6	2
"RP11-481A20.10"	chr8	12003399	12004082	-	684	3	4	4	4	1	2
"RP11-481A20.8"	chr8	12025243	12025598	-	356	13	7	5	6	13	5
"OR7E160P"	chr8	12033645	12034612	-	968	15	7	6	6	7	4
"RP11-1236K1.11"	chr8	12043505	12043670	-	166	1	2	1	1	0	0
"RP11-1236K1.1"	chr8	12064388	12071747	-	7360	66	47	44	55	43	38
"RNA5SP253"	chr8	12087395	12087445	-	51	1	0	0	0	0	0
"DEFB108P3"	chr8	12095175	12099536	-	4362	48	44	33	43	40	28
"ZNF705D"	chr8	12104388	12115516	+	11129	73	42	46	42	39	36
"FAM66D"	chr8	12115781	12177550	+	61770	1272	878	850	1031	823	561
"RP11-1236K1.8"	chr8	12128106	12129298	-	1193	47	36	25	51	33	19
"USP17L7"	chr8	12132416	12134438	-	2023	87	58	49	85	38	47
"USP17L2"	chr8	12137167	12139077	-	1911	67	35	54	58	39	34
"DEFB109P3"	chr8	12150894	12151134	-	241	9	3	4	7	5	3
"FAM90A2P"	chr8	12172760	12175771	-	3012	63	38	38	35	34	24
"ALG1L11P"	chr8	12178696	12182719	+	4024	50	11	39	18	24	8
"FAM86B1"	chr8	12182095	12194133	-	12039	111	43	66	49	60	38
"AC145124.2"	chr8	12194466	12196280	+	1815	19	8	13	11	11	8
"ENPP7P12"	chr8	12205758	12206389	-	632	18	6	10	15	8	4
"ABC12-47043100G14.2"	chr8	12290070	12296180	-	6111	30	23	18	21	23	17
"DEFB130"	chr8	12310961	12318316	-	7356	49	38	42	46	35	27
"RNA5SP254"	chr8	12333643	12333693	-	51	0	0	0	0	0	0
"DEFB108P4"	chr8	12341425	12345776	-	4352	39	27	31	42	29	25
"ZNF705CP"	chr8	12356135	12359391	+	3257	16	12	13	16	13	11
"FAM66A"	chr8	12362018	12388296	+	26279	131	100	104	115	75	70
"RP11-351I21.7"	chr8	12374365	12375546	-	1182	16	15	11	16	12	5
"RP11-351I21.6"	chr8	12378678	12380265	-	1588	22	13	22	26	12	10
"DEFB109P1"	chr8	12393208	12400366	-	7159	32	28	21	31	23	23
"RP11-351I21.11"	chr8	12412826	12414373	+	1548	23	14	10	15	18	7
"FAM90A25P"	chr8	12415079	12418090	-	3012	53	30	30	32	33	15
"ALG1L12P"	chr8	12421031	12425000	+	3970	53	11	33	15	36	5
"FAM86B2"	chr8	12425613	12436343	-	10731	103	34	67	40	54	24
"ENPP7P6"	chr8	12448012	12511278	-	63267	1192	686	793	816	813	515
"RP11-419I17.2"	chr8	12476461	12477122	+	662	13	9	4	12	5	6
"RP11-419I17.1"	chr8	12537078	12665588	-	128511	3513	2406	2435	3034	2607	1700
"RPS3AP34"	chr8	12570349	12571130	-	782	54	30	32	51	43	17
"RP11-303G3.6"	chr8	12580286	12581063	+	778	38	34	30	40	39	14
"RPS3AP35"	chr8	12628475	12629256	-	782	21	21	9	24	21	16
"RP11-303G3.9"	chr8	12638427	12638602	+	176	7	3	2	3	9	4
"RP11-303G3.10"	chr8	12676034	12676389	-	356	9	3	5	9	9	5
"OR7E8P"	chr8	12684153	12685153	-	1001	18	4	16	7	6	1
"OR7E15P"	chr8	12696306	12697273	-	968	18	13	8	16	11	14
"OR7E10P"	chr8	12703065	12704056	-	992	12	11	11	5	10	5
"MIR5692A2"	chr8	12719131	12719190	+	60	0	0	1	0	1	2
"LONRF1"	chr8	12721893	12756073	-	34181	207	121	136	109	130	96
"MIR3926-1"	chr8	12727231	12727304	-	74	1	0	0	0	0	0
"MIR3926-2"	chr8	12727236	12727299	+	64	1	0	0	0	0	0
"RP11-252C15.1"	chr8	12765848	12811478	-	45631	704	543	529	590	514	370
"LINC00681"	chr8	12794242	12818291	+	24050	423	311	313	329	314	192
"KIAA1456"	chr8	12945641	13031503	+	85863	1093	757	697	882	723	533
"RP11-369K16.1"	chr8	12958386	12962200	+	3815	85	68	64	86	51	45
"RNU6-842P"	chr8	13044349	13044456	+	108	0	2	4	2	0	0
"DLC1"	chr8	13083360	13604610	-	521251	6824	5578	4331	6454	4832	3734
"RP11-10C8.2"	chr8	13338573	13342754	+	4182	43	25	26	40	21	12
"MTND4P7"	chr8	13353400	13353530	-	131	0	2	2	2	2	2
"RNA5SP255"	chr8	13536028	13536135	+	108	7	5	1	2	1	0
"C8orf48"	chr8	13566842	13568287	+	1446	27	18	12	20	13	18
"RP11-145O15.2"	chr8	13583888	13584533	-	646	18	8	10	12	9	10
"RP11-436P7.1"	chr8	13695573	13705506	+	9934	112	90	52	95	78	61
"RP11-436P7.2"	chr8	13741808	13742781	+	974	13	9	6	14	12	7
"RP11-480O10.1"	chr8	13844100	13849109	-	5010	57	51	26	62	36	30
"RP11-480O10.2"	chr8	13909230	13909780	-	551	6	7	4	6	4	2
"RP11-510I21.1"	chr8	14022686	14023422	-	737	6	10	5	3	1	6
"SGCZ"	chr8	14089863	15238339	-	1148477	11859	10288	7714	11772	8853	7206
"RP11-3G21.1"	chr8	14161296	14165359	+	4064	60	38	30	58	38	32
"EIF4EP5"	chr8	14309032	14309672	+	641	8	7	8	7	4	1
"RNU7-153P"	chr8	14319454	14319516	+	63	1	2	1	0	1	0
"RNU6-397P"	chr8	14487775	14487879	-	105	0	4	0	1	2	0
"RP11-776K3.1"	chr8	14690381	14690619	+	239	10	3	5	9	5	2
"MIR383"	chr8	14853437	14853510	-	74	4	2	1	1	2	2
"CTD-2023J5.1"	chr8	14879056	14879819	-	764	19	15	13	12	8	9
"RP11-782K4.1"	chr8	15325295	15325569	+	275	6	6	6	11	5	3
"TUSC3"	chr8	15417214	15766649	+	349436	3499	2310	2168	2539	2522	1864
"RP11-235P11.1"	chr8	15688913	15689562	-	650	14	6	5	8	7	7
"PPM1AP1"	chr8	15806148	15807283	-	1136	37	24	25	27	26	21
"RP11-77B22.1"	chr8	15943126	15943532	+	407	11	10	8	12	3	11
